NechaG93688	NechaT93688	2615272	2615619	2615620	2615696	2615697	2616194
NechaG64834	NechaT64834	718447	718904	718905	718953	718954	719838
NechaG59989	NechaT59989	1136383	1137618	1137619	1138009	1138010	1138543
NechaG59989	NechaT59989	1138010	1138543	1138544	1138802	1138803	1138968
NechaG104936	NechaT104936	167550	167792	167793	167833	167834	167906
NechaG104936	NechaT104936	167834	167906	167907	167949	167950	168702
NechaG104936	NechaT104936	167950	168702	168703	168743	168744	168964
NechaG78537	NechaT78537	4543250	4543944	4543945	4543977	4543978	4544163
NechaG78537	NechaT78537	4543978	4544163	4544164	4544343	4544344	4544806
NechaG78537	NechaT78537	4544344	4544806	4544807	4544993	4544994	4545141
NechaG78537	NechaT78537	4544994	4545141	4545142	4545312	4545313	4545874
NechaG78537	NechaT78537	4545313	4545874	4545875	4546011	4546012	4546681
NechaG62839	NechaT62839	1711934	1713434	1713435	1713484	1713485	1713933
NechaG62839	NechaT62839	1713485	1713933	1713934	1713983	1713984	1714372
NechaG99404	NechaT99404	3556037	3556500	3556501	3556547	3556548	3556767
NechaG104917	NechaT104917	2128822	2129012	2129013	2129082	2129083	2129344
NechaG104917	NechaT104917	2129083	2129344	2129345	2129397	2129398	2129984
NechaG104917	NechaT104917	2129398	2129984	2129985	2130040	2130041	2130460
NechaG72915	NechaT72915	806540	807046	807047	807094	807095	807824
NechaG72915	NechaT72915	807095	807824	807825	807900	807901	808076
NechaG90424	NechaT90424	5231974	5232508	5232509	5232561	5232562	5233517
NechaG100094	NechaT100094	1955250	1955889	1955890	1955943	1955944	1956397
NechaG100094	NechaT100094	1955944	1956397	1956398	1956780	1956781	1957134
NechaG57916	NechaT57916	960138	960760	960761	960814	960815	961026
NechaG57916	NechaT57916	960815	961026	961027	961077	961078	962368
NechaG101054	NechaT101054	392501	392677	392678	392953	392954	393468
NechaG101054	NechaT101054	392954	393468	393469	393500	393501	393595
NechaG101054	NechaT101054	393501	393595	393596	393675	393676	393805
NechaG101054	NechaT101054	393676	393805	393806	393878	393879	394002
NechaG101054	NechaT101054	393879	394002	394003	394059	394060	394527
NechaG100293	NechaT100293	3802729	3803768	3803769	3803815	3803816	3804153
NechaG100293	NechaT100293	3803816	3804153	3804154	3804203	3804204	3804458
NechaG87060	NechaT87060	12787	13279	13280	13328	13329	13569
NechaG87060	NechaT87060	13329	13569	13570	13622	13623	14517
NechaG62574	NechaT62574	478939	479109	479110	479166	479167	479779
NechaG62574	NechaT62574	479167	479779	479780	479830	479831	479919
NechaG39599	NechaT39599	3912629	3914781	3914782	3914830	3914831	3915067
NechaG39599	NechaT39599	3914831	3915067	3915068	3915109	3915110	3915616
NechaG39599	NechaT39599	3915110	3915616	3915617	3915667	3915668	3916862
NechaG88464	NechaT88464	488724	488872	488873	488925	488926	489139
NechaG92807	NechaT92807	2335567	2335609	2335610	2335661	2335662	2335849
NechaG92807	NechaT92807	2335662	2335849	2335850	2335907	2335908	2336018
NechaG92807	NechaT92807	2335908	2336018	2336019	2336071	2336072	2336342
NechaG92807	NechaT92807	2336072	2336342	2336343	2336397	2336398	2336915
NechaG92807	NechaT92807	2336398	2336915	2336916	2336951	2336952	2336958
NechaG92807	NechaT92807	2336952	2336958	2336959	2337013	2337014	2337072
NechaG34365	NechaT34365	953409	953537	953538	953640	953641	953805
NechaG34365	NechaT34365	953641	953805	953806	953854	953855	956001
NechaG34365	NechaT34365	953855	956001	956002	956053	956054	956207
NechaG82260	NechaT82260	291894	295169	295170	295303	295304	295333
NechaG97040	NechaT97040	2592162	2592445	2592446	2592505	2592506	2592772
NechaG97040	NechaT97040	2592506	2592772	2592773	2592823	2592824	2593319
NechaG32016	NechaT32016	5644293	5645584	5645585	5645632	5645633	5645760
NechaG32016	NechaT32016	5645633	5645760	5645761	5645807	5645808	5645902
NechaG98262	NechaT98262	41931	42407	42408	42458	42459	42583
NechaG98262	NechaT98262	42459	42583	42584	42633	42634	42696
NechaG98262	NechaT98262	42634	42696	42697	42808	42809	42892
NechaG98262	NechaT98262	42809	42892	42893	42953	42954	43854
NechaG89188	NechaT89188	1863	2206	2207	2272	2273	2326
NechaG89188	NechaT89188	2273	2326	2327	2548	2549	3404
NechaG89188	NechaT89188	2549	3404	3405	3443	3444	3907
NechaG89188	NechaT89188	3444	3907	3908	3970	3971	4142
NechaG89188	NechaT89188	3971	4142	4143	4196	4197	4713
NechaG89188	NechaT89188	4197	4713	4714	4797	4798	5397
NechaG89188	NechaT89188	4798	5397	5398	5448	5449	5534
NechaG89188	NechaT89188	5449	5534	5535	5633	5634	6248
NechaG52033	NechaT52033	1428774	1429322	1429323	1429391	1429392	1429653
NechaG52033	NechaT52033	1429392	1429653	1429654	1429707	1429708	1429880
NechaG52033	NechaT52033	1429708	1429880	1429881	1430014	1430015	1430124
NechaG52033	NechaT52033	1430015	1430124	1430125	1430180	1430181	1430476
NechaG52033	NechaT52033	1430181	1430476	1430477	1430530	1430531	1430895
NechaG36281	NechaT36281	3050253	3050318	3050319	3050373	3050374	3050484
NechaG36281	NechaT36281	3050374	3050484	3050485	3050537	3050538	3050693
NechaG31251	NechaT31251	5019731	5020093	5020094	5020150	5020151	5020468
NechaG31251	NechaT31251	5020151	5020468	5020469	5020519	5020520	5022340
NechaG70947	NechaT70947	1097653	1097805	1097806	1097856	1097857	1098420
NechaG96148	NechaT96148	1136580	1136677	1136678	1136712	1136713	1136919
NechaG96148	NechaT96148	1136713	1136919	1136920	1136970	1136971	1137081
NechaG96148	NechaT96148	1136971	1137081	1137082	1137118	1137119	1137135
NechaG96148	NechaT96148	1137119	1137135	1137136	1137183	1137184	1137560
NechaG96148	NechaT96148	1137184	1137560	1137561	1137608	1137609	1138715
NechaG90368	NechaT90368	4850824	4851682	4851683	4851734	4851735	4852002
NechaG90368	NechaT90368	4851735	4852002	4852003	4852060	4852061	4852199
NechaG100902	NechaT100902	2068355	2068443	2068444	2068500	2068501	2068507
NechaG100902	NechaT100902	2068501	2068507	2068508	2068721	2068722	2069626
NechaG47433	NechaT47433	2282526	2283250	2283251	2283300	2283301	2284387
NechaG79770	NechaT79770	37900	38061	38062	38226	38227	38322
NechaG79770	NechaT79770	38227	38322	38323	38393	38394	38453
NechaG91416	NechaT91416	3817002	3817297	3817298	3817366	3817367	3817587
NechaG91416	NechaT91416	3817367	3817587	3817588	3817617	3817618	3818822
NechaG91416	NechaT91416	3817618	3818822	3818823	3818869	3818870	3819232
NechaG91416	NechaT91416	3818870	3819232	3819233	3819281	3819282	3819723
NechaG91416	NechaT91416	3819282	3819723	3819724	3819959	3819960	3819984
NechaG91416	NechaT91416	3819960	3819984	3819985	3820400	3820401	3820402
NechaG91416	NechaT91416	3820401	3820402	3820403	3824631	3824632	3824651
NechaG85322	NechaT85322	97037	97135	97136	97197	97198	97298
NechaG85322	NechaT85322	97198	97298	97299	97366	97367	98032
NechaG85322	NechaT85322	97367	98032	98033	98088	98089	98571
NechaG85322	NechaT85322	98089	98571	98572	98639	98640	98928
NechaG41769	NechaT41769	3650093	3650585	3650586	3650631	3650632	3651040
NechaG41769	NechaT41769	3650632	3651040	3651041	3651091	3651092	3651584
NechaG30136	NechaT30136	996070	997266	997267	997308	997309	998049
NechaG60578	NechaT60578	3827946	3828003	3828004	3828054	3828055	3828311
NechaG60578	NechaT60578	3828055	3828311	3828312	3828363	3828364	3828627
NechaG60578	NechaT60578	3828364	3828627	3828628	3828742	3828743	3828870
NechaG98423	NechaT98423	27675	27699	27700	27910	27911	28032
NechaG98423	NechaT98423	27911	28032	28033	28092	28093	28450
NechaG98423	NechaT98423	28093	28450	28451	28498	28499	28805
NechaG98423	NechaT98423	28499	28805	28806	28857	28858	28913
NechaG98423	NechaT98423	28858	28913	28914	28961	28962	29200
NechaG98423	NechaT98423	28962	29200	29201	29266	29267	29367
NechaG98423	NechaT98423	29267	29367	29368	29420	29421	29472
NechaG98423	NechaT98423	29421	29472	29473	29785	29786	29789
NechaG98423	NechaT98423	29786	29789	29790	29821	29822	29874
NechaG68953	NechaT68953	487441	487581	487582	487635	487636	488407
NechaG51493	NechaT51493	126906	127379	127380	127431	127432	127615
NechaG51493	NechaT51493	127432	127615	127616	127676	127677	127776
NechaG51493	NechaT51493	127677	127776	127777	127837	127838	128108
NechaG83416	NechaT83416	471849	472231	472232	472285	472286	472898
NechaG87575	NechaT87575	1393458	1394619	1394620	1394666	1394667	1396460
NechaG87575	NechaT87575	1394667	1396460	1396461	1396513	1396514	1396914
NechaG81637	NechaT81637	1918780	1918884	1918885	1918935	1918936	1919171
NechaG81637	NechaT81637	1918936	1919171	1919172	1919225	1919226	1919575
NechaG81637	NechaT81637	1919226	1919575	1919576	1919628	1919629	1919852
NechaG58500	NechaT58500	3231375	3231415	3231416	3231463	3231464	3231555
NechaG58500	NechaT58500	3231464	3231555	3231556	3231603	3231604	3231965
NechaG58500	NechaT58500	3231604	3231965	3231966	3232008	3232009	3232018
NechaG58500	NechaT58500	3232009	3232018	3232019	3232108	3232109	3232866
NechaG88188	NechaT88188	817978	819088	819089	819262	819263	819751
NechaG88188	NechaT88188	819263	819751	819752	819798	819799	820065
NechaG88188	NechaT88188	819799	820065	820066	820121	820122	820322
NechaG88188	NechaT88188	820122	820322	820323	820360	820361	820596
NechaG94890	NechaT94890	876556	876599	876600	876646	876647	877993
NechaG94890	NechaT94890	876647	877993	877994	878046	878047	878233
NechaG30705	NechaT30705	4779025	4779503	4779504	4779557	4779558	4780008
NechaG30705	NechaT30705	4779558	4780008	4780009	4780595	4780596	4781941
NechaG30705	NechaT30705	4780596	4781941	4781942	4782003	4782004	4782088
NechaG56146	NechaT56146	9716	9873	9874	9933	9934	11112
NechaG56146	NechaT56146	9934	11112	11113	11168	11169	11301
NechaG44868	NechaT44868	818205	818297	818298	818357	818358	819497
NechaG63627	NechaT63627	1704914	1705528	1705529	1705578	1705579	1706936
NechaG104938	NechaT104938	171507	171528	171529	171651	171652	173248
NechaG85594	NechaT85594	832249	832552	832553	832602	832603	833663
NechaG85594	NechaT85594	832603	833663	833664	833795	833796	833825
NechaG105042	NechaT105042	1568634	1568918	1568919	1568948	1568949	1571266
NechaG105042	NechaT105042	1568949	1571266	1571267	1571319	1571320	1571475
NechaG105042	NechaT105042	1571320	1571475	1571476	1571727	1571728	1572475
NechaG40389	NechaT40389	512736	512823	512824	512877	512878	513288
NechaG40389	NechaT40389	512878	513288	513289	513334	513335	513690
NechaG14093	NechaT14093	3829	3904	3905	3968	3969	4171
NechaG14093	NechaT14093	3969	4171	4172	4229	4230	4388
NechaG14093	NechaT14093	4230	4388	4389	4439	4440	4514
NechaG14093	NechaT14093	4440	4514	4515	4562	4563	4686
NechaG14093	NechaT14093	4563	4686	4687	4736	4737	4794
NechaG14093	NechaT14093	4737	4794	4795	4847	4848	5278
NechaG14093	NechaT14093	4848	5278	5279	5338	5339	5555
NechaG14093	NechaT14093	5339	5555	5556	5608	5609	5723
NechaG103311	NechaT103311	406563	407124	407125	407167	407168	408089
NechaG103311	NechaT103311	407168	408089	408090	408134	408135	408974
NechaG74743	NechaT74743	2698628	2699426	2699427	2699473	2699474	2699586
NechaG83307	NechaT83307	206142	206240	206241	206342	206343	207359
NechaG87727	NechaT87727	1790912	1791076	1791077	1791128	1791129	1791610
NechaG87727	NechaT87727	1791129	1791610	1791611	1791660	1791661	1791901
NechaG87727	NechaT87727	1791661	1791901	1791902	1791956	1791957	1792514
NechaG94717	NechaT94717	3444503	3444560	3444561	3444632	3444633	3445038
NechaG94717	NechaT94717	3444633	3445038	3445039	3445074	3445075	3445438
NechaG94934	NechaT94934	1167520	1167595	1167596	1167795	1167796	1169336
NechaG82715	NechaT82715	1537692	1539097	1539098	1539525	1539526	1540288
NechaG96581	NechaT96581	423504	423518	423519	423581	423582	423805
NechaG96581	NechaT96581	423582	423805	423806	423866	423867	424063
NechaG96581	NechaT96581	423867	424063	424064	424128	424129	424697
NechaG96644	NechaT96644	762038	762388	762389	762460	762461	762663
NechaG96644	NechaT96644	762461	762663	762664	762721	762722	762734
NechaG100192	NechaT100192	2842967	2843017	2843018	2843068	2843069	2843165
NechaG100192	NechaT100192	2843069	2843165	2843166	2843218	2843219	2843343
NechaG100192	NechaT100192	2843219	2843343	2843344	2843390	2843391	2844041
NechaG83147	NechaT83147	2703486	2703953	2703954	2704007	2704008	2704041
NechaG83147	NechaT83147	2704008	2704041	2704042	2704095	2704096	2705002
NechaG83147	NechaT83147	2704096	2705002	2705003	2705058	2705059	2705206
NechaG88674	NechaT88674	43662	43901	43902	43961	43962	44623
NechaG88674	NechaT88674	43962	44623	44624	44776	44777	44928
NechaG88674	NechaT88674	44777	44928	44929	44984	44985	45087
NechaG88674	NechaT88674	44985	45087	45088	45151	45152	45216
NechaG88674	NechaT88674	45152	45216	45217	45266	45267	45418
NechaG77328	NechaT77328	517924	518069	518070	518182	518183	518398
NechaG77328	NechaT77328	518183	518398	518399	518469	518470	519409
NechaG104404	NechaT104404	1581734	1581776	1581777	1581838	1581839	1582632
NechaG104404	NechaT104404	1581839	1582632	1582633	1582779	1582780	1583999
NechaG104404	NechaT104404	1582780	1583999	1584000	1584054	1584055	1585444
NechaG77019	NechaT77019	4022897	4023321	4023322	4023368	4023369	4025793
NechaG74650	NechaT74650	2360618	2361190	2361191	2361236	2361237	2361479
NechaG74650	NechaT74650	2361237	2361479	2361480	2361534	2361535	2361603
NechaG88435	NechaT88435	319852	319928	319929	319964	319965	320116
NechaG88435	NechaT88435	319965	320116	320117	320361	320362	320423
NechaG88435	NechaT88435	320362	320423	320424	320567	320568	320603
NechaG69777	NechaT69777	3903364	3903905	3903906	3903957	3903958	3905680
NechaG100997	NechaT100997	2851069	2853419	2853420	2853467	2853468	2853895
NechaG100997	NechaT100997	2853468	2853895	2853896	2853941	2853942	2854192
NechaG78400	NechaT78400	4148776	4149256	4149257	4149410	4149411	4149649
NechaG78400	NechaT78400	4149411	4149649	4149650	4149695	4149696	4149966
NechaG78400	NechaT78400	4149696	4149966	4149967	4150029	4150030	4150092
NechaG78400	NechaT78400	4150030	4150092	4150093	4150140	4150141	4150272
NechaG78400	NechaT78400	4150141	4150272	4150273	4150324	4150325	4150398
NechaG64996	NechaT64996	5758	6028	6029	6163	6164	6337
NechaG83628	NechaT83628	1082758	1082912	1082913	1082960	1082961	1083029
NechaG83628	NechaT83628	1082961	1083029	1083030	1083079	1083080	1083589
NechaG83628	NechaT83628	1083080	1083589	1083590	1083639	1083640	1083870
NechaG83628	NechaT83628	1083640	1083870	1083871	1083916	1083917	1084203
NechaG83628	NechaT83628	1083917	1084203	1084204	1084252	1084253	1084938
NechaG51926	NechaT51926	642201	642468	642469	642522	642523	642916
NechaG51926	NechaT51926	642523	642916	642917	642965	642966	643017
NechaG51926	NechaT51926	642966	643017	643018	643069	643070	643474
NechaG51926	NechaT51926	643070	643474	643475	643530	643531	643789
NechaG51926	NechaT51926	643531	643789	643790	643843	643844	644448
NechaG33292	NechaT33292	3441484	3441539	3441540	3441596	3441597	3441646
NechaG33292	NechaT33292	3441597	3441646	3441647	3441699	3441700	3442775
NechaG43788	NechaT43788	3456458	3456722	3456723	3456773	3456774	3456814
NechaG43788	NechaT43788	3456774	3456814	3456815	3456868	3456869	3457168
NechaG43788	NechaT43788	3456869	3457168	3457169	3457247	3457248	3457772
NechaG33961	NechaT33961	1114953	1115120	1115121	1115167	1115168	1115979
NechaG33961	NechaT33961	1115168	1115979	1115980	1116025	1116026	1116764
NechaG91829	NechaT91829	1754276	1755341	1755342	1755389	1755390	1755517
NechaG91829	NechaT91829	1755390	1755517	1755518	1755575	1755576	1755710
NechaG91829	NechaT91829	1755576	1755710	1755711	1755807	1755808	1757208
NechaG65266	NechaT65266	1039081	1039203	1039204	1039256	1039257	1039277
NechaG65266	NechaT65266	1039257	1039277	1039278	1039349	1039350	1039580
NechaG65266	NechaT65266	1039350	1039580	1039581	1039629	1039630	1040434
NechaG99316	NechaT99316	2847332	2847723	2847724	2847814	2847815	2848834
NechaG47149	NechaT47149	1367474	1367805	1367806	1367854	1367855	1368029
NechaG47149	NechaT47149	1367855	1368029	1368030	1368084	1368085	1368510
NechaG47149	NechaT47149	1368085	1368510	1368511	1368562	1368563	1368706
NechaG47149	NechaT47149	1368563	1368706	1368707	1368751	1368752	1369224
NechaG47149	NechaT47149	1368752	1369224	1369225	1369276	1369277	1369373
NechaG35691	NechaT35691	2282772	2282836	2282837	2283009	2283010	2283442
NechaG77726	NechaT77726	1875745	1875779	1875780	1875977	1875978	1876569
NechaG56037	NechaT56037	22970	23067	23068	23113	23114	23279
NechaG56037	NechaT56037	23114	23279	23280	23329	23330	23425
NechaG56037	NechaT56037	23330	23425	23426	23472	23473	24176
NechaG56037	NechaT56037	23473	24176	24177	24231	24232	24561
NechaG56037	NechaT56037	24232	24561	24562	24615	24616	24940
NechaG101178	NechaT101178	394955	396078	396079	396121	396122	396536
NechaG86780	NechaT86780	1478670	1478794	1478795	1478849	1478850	1478984
NechaG86780	NechaT86780	1478850	1478984	1478985	1479074	1479075	1479623
NechaG86780	NechaT86780	1479075	1479623	1479624	1479676	1479677	1480010
NechaG88445	NechaT88445	377087	377513	377514	377578	377579	377747
NechaG88445	NechaT88445	377579	377747	377748	377822	377823	377936
NechaG88445	NechaT88445	377823	377936	377937	377970	377971	378615
NechaG88445	NechaT88445	377971	378615	378616	378878	378879	378909
NechaG123152	NechaT123152	992677	993263	993264	993313	993314	993752
NechaG123152	NechaT123152	993314	993752	993753	993849	993850	993872
NechaG123152	NechaT123152	993850	993872	993873	994049	994050	994076
NechaG123152	NechaT123152	994050	994076	994077	994142	994143	994325
NechaG77342	NechaT77342	556069	556713	556714	556761	556762	557689
NechaG77342	NechaT77342	556762	557689	557690	557748	557749	558035
NechaG48029	NechaT48029	66708	66970	66971	67049	67050	67185
NechaG48029	NechaT48029	67050	67185	67186	67231	67232	68350
NechaG85688	NechaT85688	1063351	1063580	1063581	1063635	1063636	1063662
NechaG85688	NechaT85688	1063636	1063662	1063663	1063712	1063713	1063777
NechaG85688	NechaT85688	1063713	1063777	1063778	1063823	1063824	1063964
NechaG85688	NechaT85688	1063824	1063964	1063965	1064014	1064015	1064186
NechaG85688	NechaT85688	1064015	1064186	1064187	1064236	1064237	1064257
NechaG85688	NechaT85688	1064237	1064257	1064258	1064304	1064305	1064416
NechaG93330	NechaT93330	889983	890007	890008	890192	890193	890585
NechaG93330	NechaT93330	890193	890585	890586	890620	890621	890667
NechaG93330	NechaT93330	890621	890667	890668	890696	890697	890864
NechaG97545	NechaT97545	466004	466311	466312	466362	466363	466813
NechaG84553	NechaT84553	683418	683495	683496	683599	683600	683866
